Player,Salary,Salary adjusted by inflation,Season
Brandan Wright,915852,1045994,2011/12
Dominic McGuire,915852,1045994,2011/12
Sean Williams,885120,1010895,2011/12
Henry Walker,885120,1010895,2011/12
Sundiata Gaines,854389,975797,2011/12
Derrick Brown,854389,975797,2011/12
Alonzo Gee,854389,975797,2011/12
Chase Budinger,854389,975797,2011/12
AJ Price,854389,975797,2011/12
Jodie Meeks,854389,975797,2011/12
Danny Green,854389,975797,2011/12
Erick Dampier,850522,971380,2011/12
Chandler Parsons,850000,970784,2011/12
Keith Bogans,848266,968804,2011/12
DeMarre Carroll,833713,952183,2011/12
Solomon Alabi,830000,947942,2011/12
Yi Jianlian,827197,944741,2011/12
Lance Stephenson,810000,925100,2011/12
Andy Rautins,788872,900970,2011/12
Tyler Honeycutt,775000,885127,2011/12
Greg Stiemsma,762195,870502,2011/12
Semih Erden,762195,870502,2011/12
Samardo Samuels,762195,870502,2011/12
Luke Harangody,762195,870502,2011/12
Devin Ebanks,762195,870502,2011/12
Dexter Pittman,762195,870502,2011/12
Landry Fields,762195,870502,2011/12
Jeremy Lin,762195,870502,2011/12
Chris Johnson,762195,870502,2011/12
Armon Johnson,762195,870502,2011/12
Hassan Whiteside,762195,870502,2011/12
Gary Neal,762195,870502,2011/12
Jeremy Evans,762195,870502,2011/12
Jeremy Tyler,650000,742364,2011/12
Ishmael Smith,639254,730091,2011/12
Bobby Simmons,594836,679361,2011/12
Josh Selby,550000,628154,2011/12
Gerald Green,516999,590463,2011/12
Malcolm Lee,500000,571049,2011/12
Ryan Reid,475000,542497,2011/12
Ivan Johnson,473604,540902,2011/12
E'Twaun Moore,473604,540902,2011/12
Jordan Williams,473604,540902,2011/12
Cory Higgins,473604,540902,2011/12
Julyan Stone,473604,540902,2011/12
Vernon Macklin,473604,540902,2011/12
Charles Jenkins,473604,540902,2011/12
Chris Wright,473604,540902,2011/12
Travis Leslie,473604,540902,2011/12
Trey Thompkins,473604,540902,2011/12
Darius Morris,473604,540902,2011/12
Andrew Goudelock,473604,540902,2011/12
Terrel Harris,473604,540902,2011/12
Jon Leuer,473604,540902,2011/12
Josh Harrellson,473604,540902,2011/12
Jerome Jordan,473604,540902,2011/12
Justin Harper,473604,540902,2011/12
DeAndre Liggins,473604,540902,2011/12
Lavoy Allen,473604,540902,2011/12
Isaiah Thomas,473604,540902,2011/12
Shelvin Mack,473604,540902,2011/12
Solomon Jones,440353,502926,2011/12
Larry Hughes,414443,473335,2011/12
Walker Russell,374289,427475,2011/12
Lance Thomas,328444,375115,2011/12
Josh Davis,314041,358666,2011/12
Francisco Elson,305792,349244,2011/12
DaJuan Summers,303137,346212,2011/12
Greg Smith,301733,344609,2011/12
Mike James,277566,317008,2011/12
Jeff Adrien,270427,308854,2011/12
Derrick Caracter,270427,308854,2011/12
Hamady N'Diaye,270427,308854,2011/12
Mickell Gladness,248263,283541,2011/12
Darington Hobson,245884,280824,2011/12
Jeff Foote,225341,257361,2011/12
Donald Sloan,198629,226853,2011/12
Earl Barron,185588,211959,2011/12
Mychel Thompson,168035,191912,2011/12
Carldell Johnson,168035,191912,2011/12
Manny Harris,122942,140412,2011/12
Malcolm Thomas,103104,117755,2011/12
Dennis Horner,91642,104664,2011/12
Larry Owens,86052,98279,2011/12
Brian Skinner,65446,74745,2011/12
Ike Diogu,64028,73126,2011/12
Andre Emmett,61433,70162,2011/12
Ben Uzoh,61433,70162,2011/12
Garret Siler,51097,58357,2011/12
Courtney Fortson,42009,47978,2011/12
Kobe Bryant,24806250,29339466,2010/11
Rashard Lewis,19573711,23150707,2010/11
Kevin Garnett,18800000,22235604,2010/11
Tim Duncan,18700000,22117330,2010/11
Michael Redd,18300000,21644232,2010/11
Pau Gasol,17823000,21080062,2010/11
Andrei Kirilenko,17823000,21080062,2010/11
Gilbert Arenas,17730694,20970888,2010/11
Yao Ming,17686100,20918145,2010/11
Zach Randolph,17666666,20895159,2010/11
Vince Carter,17300000,20461487,2010/11
Dirk Nowitzki,17278618,20436197,2010/11
Carmelo Anthony,17149243,20283180,2010/11
Dwight Howard,16647180,19689367,2010/11
Kenyon Martin,16545454,19569051,2010/11
Amare Stoudemire,16486611,19499455,2010/11
Joe Johnson,16324500,19307719,2010/11
Elton Brand,15959099,18875543,2010/11
Predrag Stojakovic,15532320,18370772,2010/11
Chris Paul,14940153,17670390,2010/11
Deron Williams,14940152,17670389,2010/11
LeBron James,14500000,17149801,2010/11
Chris Bosh,14500000,17149801,2010/11
Jason Richardson,14444444,17084092,2010/11
Carlos Boozer,14400000,17031527,2010/11
Dwyane Wade,14200000,16794978,2010/11
Paul Pierce,13876321,16412148,2010/11
Andrew Bynum,13700000,16203605,2010/11
Rudy Gay,13603750,16089766,2010/11
Brandon Roy,13520500,15991302,2010/11
Tony Parker,13500000,15967056,2010/11
Samuel Dalembert,13428129,15882051,2010/11
Antawn Jamison,13358905,15800177,2010/11
Nick Collison,13250000,15671370,2010/11
Chauncey Billups,13150000,15553095,2010/11
Baron Davis,13000000,15375684,2010/11
Al Jefferson,13000000,15375684,2010/11
Tyson Chandler,12600000,14902586,2010/11
Richard Hamilton,12500000,14784311,2010/11
Andre Iguodala,12345250,14601281,2010/11
Troy Murphy,11968253,14155390,2010/11
Manu Ginobili,11854584,14020949,2010/11
Chris Kaman,11800000,13956390,2010/11
Marcus Camby,11749832,13897054,2010/11
Josh Smith,11600000,13719841,2010/11
Eddy Curry,11530592,13637749,2010/11
Emeka Okafor,11495000,13595653,2010/11
Nenê,11360000,13435982,2010/11
Luol Deng,11345000,13418241,2010/11
LaMarcus Aldridge,11244000,13298784,2010/11
Tayshaun Prince,11148760,13186139,2010/11
Kevin Martin,11100005,13128474,2010/11
Monta Ellis,11000000,13010194,2010/11
Andrew Bogut,11000000,13010194,2010/11
Danny Granger,10973202,12978499,2010/11
Jamal Crawford,10800000,12773645,2010/11
Ben Gordon,10800000,12773645,2010/11
David Lee,10800000,12773645,2010/11
Jason Terry,10650000,12596233,2010/11
Mike Dunleavy,10561984,12492133,2010/11
Caron Butler,10561960,12492104,2010/11
Gerald Wallace,10500000,12418821,2010/11
Steve Nash,10310938,12195209,2010/11
Hidayet Turkoglu,10215850,12082744,2010/11
Ray Allen,10000000,11827449,2010/11
Mehmet Okur,9945000,11762398,2010/11
Corey Maggette,9600000,11354351,2010/11
Maurice Williams,9300000,10999527,2010/11
Rajon Rondo,9090911,10752228,2010/11
Kirk Hinrich,9000000,10644704,2010/11
Boris Diaw,9000000,10644704,2010/11
Andris Biedrins,9000000,10644704,2010/11
Jose Calderon,9000000,10644704,2010/11
Devin Harris,8981000,10622232,2010/11
Jason Kidd,8610500,10184025,2010/11
TJ Ford,8500000,10053331,2010/11
Andrea Bargnani,8500000,10053331,2010/11
Stephen Jackson,8453250,9998038,2010/11
Richard Jefferson,8400000,9935057,2010/11
David West,8287500,9801998,2010/11
Lamar Odom,8200000,9698508,2010/11
John Salmons,8000000,9461959,2010/11
Jameer Nelson,7800000,9225410,2010/11
Luis Scola,7775378,9196288,2010/11
Marko Jaric,7625000,9018430,2010/11
Paul Millsap,7600000,8988861,2010/11
Raymond Felton,7500000,8870587,2010/11
Joel Przybilla,7405300,8758581,2010/11
Shane Battier,7354500,8698497,2010/11
Shawn Marion,7305500,8640543,2010/11
Anderson Varejao,7281818,8612533,2010/11
Andre Miller,7269264,8597685,2010/11
JJ Redick,7250000,8574900,2010/11
Dan Gadzuric,7248325,8572919,2010/11
James Posey,7148800,8455206,2010/11
Leandro Barbosa,7100000,8397489,2010/11
Charlie Villanueva,7020000,8302869,2010/11
Travis Outlaw,7000000,8279214,2010/11
Brendan Haywood,6900000,8160940,2010/11
Vladimir Radmanovic,6883800,8141779,2010/11
Jared Jeffries,6883800,8141779,2010/11
Nazr Mohammed,6883800,8141779,2010/11
Andres Nocioni,6850000,8101802,2010/11
Greg Oden,6760524,7995975,2010/11
JR Smith,6757851,7992814,2010/11
Marvin Williams,6712500,7939175,2010/11
Morris Peterson,6665000,7882994,2010/11
Jeff Foster,6655000,7871167,2010/11
Jason Kapono,6641440,7855129,2010/11
Tyrus Thomas,6611570,7819800,2010/11
Josh Childress,6500000,7687842,2010/11
DeSagana Diop,6478600,7662531,2010/11
Beno Udrih,6478600,7662531,2010/11
Rasheed Wallace,6322320,7477691,2010/11
Metta World Peace,6322320,7477691,2010/11
Trevor Ariza,6322320,7477691,2010/11
Marcin Gortat,6322320,7477691,2010/11
Kevin Durant,6053663,7159939,2010/11
Andray Blatche,5900000,6978195,2010/11
Jermaine O'Neal,5765000,6818524,2010/11
Al Harrington,5765000,6818524,2010/11
Wesley Matthews,5765000,6818524,2010/11
Drew Gooden,5760000,6812610,2010/11
Kyle Lowry,5750000,6800783,2010/11
Mike Bibby,5564767,6581699,2010/11
Derrick Rose,5546160,6559692,2010/11
Nenad Krstic,5543116,6556092,2010/11
Jamaal Tinsley,5500000,6505097,2010/11
Francisco Garcia,5500000,6505097,2010/11
Sasha Vujacic,5475113,6475662,2010/11
Al Horford,5444857,6439877,2010/11
Blake Griffin,5357280,6336295,2010/11
Mickael Pietrus,5300000,6268548,2010/11
Luke Walton,5260000,6221238,2010/11
Channing Frye,5200000,6150273,2010/11
John Wall,5144280,6084371,2010/11
Reggie Evans,5080000,6008344,2010/11
Kyle Korver,5000000,5913724,2010/11
Jason Maxiell,5000000,5913724,2010/11
Mike Miller,5000000,5913724,2010/11
Louis Williams,5000000,5913724,2010/11
Amir Johnson,5000000,5913724,2010/11
Linas Kleiza,4995000,5907810,2010/11
Michael Beasley,4962240,5869064,2010/11
Mike Conley,4913007,5810834,2010/11
Antonio McDyess,4860000,5748140,2010/11
Marcus Banks,4847586,5733457,2010/11
Darius Songaila,4818000,5698465,2010/11
Martell Webster,4800000,5677175,2010/11
Hasheem Thabeet,4793280,5669227,2010/11
Ronnie Brewer,4790000,5665348,2010/11
Kendrick Perkins,4640208,5488182,2010/11
Evan Turner,4602720,5443843,2010/11
Jarrett Jack,4600000,5440626,2010/11
Chris Andersen,4533300,5361737,2010/11
OJ Mayo,4456200,5270547,2010/11
Jeff Green,4455988,5270297,2010/11
Charlie Bell,4447792,5260603,2010/11
Brad Miller,4400000,5204077,2010/11
Darko Milicic,4325000,5115371,2010/11
James Harden,4304520,5091149,2010/11
Matt Carroll,4300000,5085803,2010/11
Zaza Pachulia,4251250,5028144,2010/11
Randy Foye,4250000,5026665,2010/11
Hakim Warrick,4250000,5026665,2010/11
Nate Robinson,4200000,4967528,2010/11
DeShawn Stevenson,4151786,4910503,2010/11
Derrick Favors,4133280,4888615,2010/11
Yi Jianlian,4050499,4790707,2010/11
Russell Westbrook,4017720,4751937,2010/11
Daniel Gibson,4015334,4749115,2010/11
Anthony Morrow,4000000,4730979,2010/11
Ryan Gomes,4000000,4730979,2010/11
Steve Blake,4000000,4730979,2010/11
Nikola Pekovic,4000000,4730979,2010/11
Luke Ridnour,4000000,4730979,2010/11
Ronny Turiaf,4000000,4730979,2010/11
Brandon Bass,4000000,4730979,2010/11
Willie Green,3976000,4702593,2010/11
Ramon Sessions,3964320,4688779,2010/11
Tyreke Evans,3880920,4590138,2010/11
Jordan Farmar,3750000,4435293,2010/11
Wesley Johnson,3726600,4407617,2010/11
Corey Brewer,3703472,4380262,2010/11
Derek Fisher,3700000,4376156,2010/11
CJ Miles,3700000,4376156,2010/11
Kevin Love,3638280,4303157,2010/11
Timofey Mozgov,3567096,4218964,2010/11
Shaun Livingston,3500000,4139607,2010/11
Dorell Wright,3500000,4139607,2010/11
Udonis Haslem,3500000,4139607,2010/11
Carlos Delfino,3500000,4139607,2010/11
Chris Duhon,3500000,4139607,2010/11
Marc Gasol,3480000,4115952,2010/11
Tiago Splitter,3400000,4021332,2010/11
Brandan Wright,3398072,4019052,2010/11
DeMarcus Cousins,3374640,3991338,2010/11
Grant Hill,3324000,3931444,2010/11
Danilo Gallinari,3304560,3908451,2010/11
Glen Davis,3300000,3903058,2010/11
Joel Anthony,3300000,3903058,2010/11
Kelenna Azubuike,3300000,3903058,2010/11
Johan Petro,3250000,3843921,2010/11
Will Bynum,3250000,3843921,2010/11
Thabo Sefolosha,3250000,3843921,2010/11
Kris Humphries,3200000,3784783,2010/11
Jonny Flynn,3192000,3775321,2010/11
Joakim Noah,3128536,3700260,2010/11
CJ Watson,3100000,3666509,2010/11
Ekpe Udoh,3065040,3625160,2010/11
Eric Gordon,3016680,3567962,2010/11
Eduardo Najera,3000000,3548234,2010/11
Chris Wilcox,3000000,3548234,2010/11
Jamario Moon,3000000,3548234,2010/11
Tony Allen,3000000,3548234,2010/11
Carl Landry,3000000,3548234,2010/11
Matt Bonner,3000000,3548234,2010/11
Raja Bell,3000000,3548234,2010/11
Josh Howard,3000000,3548234,2010/11
Spencer Hawes,2974320,3517861,2010/11
Stephen Curry,2913840,3446329,2010/11
Thaddeus Young,2901241,3431428,2010/11
Julian Wright,2858057,3380352,2010/11
Anthony Parker,2855700,3377564,2010/11
Al Thornton,2814196,3328476,2010/11
Greg Monroe,2798040,3309367,2010/11
Rodney Stuckey,2767126,3272804,2010/11
Sebastian Telfair,2700000,3193411,2010/11
Jordan Hill,2669520,3157361,2010/11
Nick Young,2630503,3111214,2010/11
Al-Farouq Aminu,2563320,3031753,2010/11
DJ Augustin,2540400,3004645,2010/11
Dahntay Jones,2500000,2956862,2010/11
David Andersen,2500000,2956862,2010/11
Maurice Evans,2500000,2956862,2010/11
Marquis Daniels,2470000,2921379,2010/11
DeMar DeRozan,2453880,2902314,2010/11
Brook Lopez,2413320,2854342,2010/11
Rasual Butler,2400000,2838587,2010/11
Marco Belinelli,2380270,2815252,2010/11
Gordon Hayward,2356320,2786925,2010/11
Ryan Hollins,2333333,2759737,2010/11
Brandon Jennings,2331120,2757120,2010/11
Ersan Ilyasova,2320500,2744559,2010/11
Craig Smith,2300000,2720313,2010/11
Jerryd Bayless,2292600,2711561,2010/11
Quentin Richardson,2265000,2678917,2010/11
Paul George,2238360,2647408,2010/11
Louis Amundson,2225000,2631607,2010/11
Terrence Williams,2214480,2619165,2010/11
Shannon Brown,2200000,2602038,2010/11
Anthony Tolliver,2200000,2602038,2010/11
Jason Smith,2187913,2587743,2010/11
Jason Thompson,2178000,2576018,2010/11
Daequan Cook,2169857,2566387,2010/11
Jared Dudley,2151068,2544164,2010/11
Wilson Chandler,2130482,2519816,2010/11
Cole Aldrich,2126520,2515130,2010/11
Gerald Henderson,2103840,2488306,2010/11
Ben Wallace,2080000,2460109,2010/11
Brandon Rush,2069049,2447157,2010/11
Xavier Henry,2020200,2389381,2010/11
Aaron Brooks,2016692,2385232,2010/11
Keyon Dooling,2000000,2365489,2010/11
Tyler Hansbrough,1998600,2363834,2010/11
Chuck Hayes,1972500,2332964,2010/11
Goran Dragic,1972000,2332373,2010/11
Anthony Randolph,1965720,2324945,2010/11
Arron Afflalo,1959577,2317679,2010/11
Ed Davis,1919160,2269876,2010/11
Earl Clark,1898760,2245748,2010/11
Jason Williams,1877145,2220183,2010/11
Robin Lopez,1867320,2208563,2010/11
Patrick Patterson,1823280,2156475,2010/11
Jose Juan Barea,1815000,2146682,2010/11
Austin Daye,1803720,2133340,2010/11
Marreese Speights,1773960,2098142,2010/11
Matt Barnes,1765000,2087544,2010/11
Larry Sanders,1731960,2048466,2010/11
Omer Asik,1721000,2035504,2010/11
James Johnson,1713600,2026751,2010/11
Roy Hibbert,1685280,1993256,2010/11
Renaldo Balkman,1675000,1981097,2010/11
Luke Babbitt,1645440,1946135,2010/11
Jrue Holiday,1627920,1925414,2010/11
JaVale McGee,1601040,1893621,2010/11
Keith Bogans,1600000,1892391,2010/11
Hamed Haddadi,1600000,1892391,2010/11
Kevin Seraphin,1563120,1848772,2010/11
Ty Lawson,1546560,1829186,2010/11
JJ Hickson,1528920,1808322,2010/11
Solomon Jones,1500000,1774117,2010/11
Eric Bledsoe,1485000,1756376,2010/11
Jeff Teague,1476840,1746725,2010/11
Alexis Ajinca,1467840,1736080,2010/11
Avery Bradley,1418160,1677321,2010/11
Eric Maynor,1417800,1676895,2010/11
Courtney Lee,1409040,1666534,2010/11
Ryan Anderson,1409040,1666534,2010/11
Roger Mason,1400000,1655842,2010/11
Ronnie Price,1380000,1632188,2010/11
James Anderson,1361400,1610188,2010/11
Darren Collison,1361040,1609763,2010/11
Kosta Koufos,1352640,1599828,2010/11
Jason Collins,1352181,1599285,2010/11
Shaquille O'Neal,1352181,1599285,2010/11
Kurt Thomas,1352181,1599285,2010/11
Brian Cardinal,1352181,1599285,2010/11
Tracy McGrady,1352181,1599285,2010/11
Theo Ratliff,1352181,1599285,2010/11
Joe Smith,1352181,1599285,2010/11
Zydrunas Ilgauskas,1352181,1599285,2010/11
Juwan Howard,1352181,1599285,2010/11
Eddie House,1352181,1599285,2010/11
Earl Boykins,1352181,1599285,2010/11
Anthony Carter,1352181,1599285,2010/11
Tony Battie,1352181,1599285,2010/11
Craig Brackins,1306920,1545753,2010/11
Sean Marks,1264687,1495802,2010/11
Elliot Williams,1254720,1484013,2010/11
Omri Casspi,1254480,1483729,2010/11
Rudy Fernandez,1246680,1474504,2010/11
Kwame Brown,1229255,1453895,2010/11
Brian Scalabrine,1229255,1453895,2010/11
Jamaal Magloire,1229255,1453895,2010/11
Malik Allen,1229255,1453895,2010/11
Earl Watson,1229255,1453895,2010/11
Etan Thomas,1223166,1446693,2010/11
Melvin Ely,1223166,1446693,2010/11
Carlos Arroyo,1223166,1446693,2010/11
Trevor Booker,1204560,1424687,2010/11
Serge Ibaka,1204200,1424261,2010/11
BJ Mullens,1204200,1424261,2010/11
Royal Ivey,1200000,1419293,2010/11
Nicolas Batum,1196760,1415461,2010/11
George Hill,1157160,1368625,2010/11
Damion James,1156320,1367631,2010/11
Rodrigue Beaubois,1156080,1367347,2010/11
Quinton Ross,1146337,1355824,2010/11
Brian Cook,1146337,1355824,2010/11
Francisco Elson,1146337,1355824,2010/11
Erick Dampier,1129469,1335873,2010/11
Darrell Arthur,1123680,1329026,2010/11
Taj Gibson,1117680,1321930,2010/11
Donte Greene,1116840,1320936,2010/11
Dominique Jones,1110120,1312988,2010/11
DJ White,1108680,1311285,2010/11
Kyrylo Fesenko,1087500,1286235,2010/11
DeMarre Carroll,1085400,1283751,2010/11
Wayne Ellington,1078800,1275945,2010/11
Quincy Pondexter,1073280,1269416,2010/11
Toney Douglas,1071000,1266719,2010/11
Josh Powell,1069609,1265074,2010/11
Delonte West,1069509,1264956,2010/11
James Jones,1069509,1264956,2010/11
Didier Ilunga-Mbenga,1069509,1264956,2010/11
Jordan Crawford,1042320,1232798,2010/11
Greivis Vasquez,1035960,1225276,2010/11
Aaron Gray,1028840,1216855,2010/11
Daniel Orton,1028400,1216334,2010/11
Christian Eyenga,1020960,1207535,2010/11
Lazar Hayward,1020960,1207535,2010/11
Jon Brockman,1000000,1182744,2010/11
Hilton Armstrong,992680,1174087,2010/11
Stephen Graham,992680,1174087,2010/11
Joey Graham,992680,1174087,2010/11
Fabricio Oberto,992680,1174087,2010/11
Luther Head,992680,1174087,2010/11
Antoine Wright,992680,1174087,2010/11
Patrick Mills,937195,1108462,2010/11
DeJuan Blair,918000,1085759,2010/11
Von Wafer,915852,1083219,2010/11
Leon Powe,915852,1083219,2010/11
Shelden Williams,915852,1083219,2010/11
Sam Young,886000,1047912,2010/11
Shawne Williams,885210,1046977,2010/11
Josh McRoberts,885120,1046871,2010/11
Dominic McGuire,884120,1045688,2010/11
Chris Quinn,861978,1019500,2010/11
Acie Law,859087,1016080,2010/11
DeAndre Jordan,854389,1010524,2010/11
Mario Chalmers,854389,1010524,2010/11
Luc Mbah a Moute,854389,1010524,2010/11
Chris Douglas-Roberts,854389,1010524,2010/11
Henry Walker,854389,1010524,2010/11
Darnell Jackson,854389,1010524,2010/11
Sonny Weems,854389,1010524,2010/11
Joey Dorsey,854389,1010524,2010/11
Cartier Martin,854389,1010524,2010/11
Chase Budinger,780871,923571,2010/11
Jermaine Taylor,780871,923571,2010/11
Solomon Alabi,770000,910713,2010/11
Ian Mahinmi,762196,901483,2010/11
Dante Cunningham,762195,901482,2010/11
Derrick Brown,762195,901482,2010/11
DaJuan Summers,762195,901482,2010/11
Jonas Jerebko,762195,901482,2010/11
Reggie Williams,762195,901482,2010/11
AJ Price,762195,901482,2010/11
Jodie Meeks,762195,901482,2010/11
Marcus Thornton,762195,901482,2010/11
Lance Stephenson,750000,887058,2010/11
Damien Wilkins,748656,885469,2010/11
Steve Novak,734945,869252,2010/11
Hassan Whiteside,730437,863920,2010/11
Alonzo Gee,681492,806030,2010/11
Rodney Carney,651872,770998,2010/11
Jarron Collins,643551,761156,2010/11
Ike Diogu,608772,720022,2010/11
Andy Rautins,600000,709646,2010/11
Gary Neal,525000,620941,2010/11
Samardo Samuels,500000,591372,2010/11
Willie Warren,500000,591372,2010/11
Gani Lawal,473640,560195,2010/11
Garret Siler,473640,560195,2010/11
Pape Sy,473604,560152,2010/11
Ben Uzoh,473604,560152,2010/11
Sherron Collins,473604,560152,2010/11
Semih Erden,473604,560152,2010/11
Luke Harangody,473604,560152,2010/11
Manny Harris,473604,560152,2010/11
Gary Forbes,473604,560152,2010/11
Terrico White,473604,560152,2010/11
Jeremy Lin,473604,560152,2010/11
Devin Ebanks,473604,560152,2010/11
Derrick Caracter,473604,560152,2010/11
Ishmael Smith,473604,560152,2010/11
Patrick Beverley,473604,560152,2010/11
Dexter Pittman,473604,560152,2010/11
Da'Sean Butler,473604,560152,2010/11
Landry Fields,473604,560152,2010/11
Armon Johnson,473604,560152,2010/11
Pooh Jeter,473604,560152,2010/11
Jeremy Evans,473604,560152,2010/11
Hamady N'Diaye,473604,560152,2010/11
Pops Mensah-Bonsu,364461,431064,2010/11
Jeff Adrien,342666,405286,2010/11
Sundiata Gaines,327296,387106,2010/11
Jawad Williams,321652,380432,2010/11
Brian Skinner,270436,319856,2010/11
Ime Udoka,264232,312519,2010/11
Zabian Dowdell,242374,286666,2010/11
Jerry Stackhouse,222712,263411,2010/11
John Lucas,208264,246323,2010/11
Aleksandar Pavlovic,202295,239262,2010/11
Lester Hudson,192791,228022,2010/11
Earl Barron,188558,223016,2010/11
Garrett Temple,170373,201507,2010/11
Chris Johnson,164368,194405,2010/11
